# Fitted impedance data for Data_473K
# Temperature: 200°C
# Frequency Range: 6.98e-02 - 1.00e+06 Hz
# Circuit Model: (R1|Q1)+(R2|Q1)+Q2
Freq.[Hz]		Zs'[ohm]		Zs''[ohm]
1.000000e+06	1.564513e+04	-1.834638e+04
6.554100e+05	2.033035e+04	-2.197550e+04
4.295700e+05	2.602192e+04	-2.650017e+04
2.815400e+05	3.356040e+04	-3.201364e+04
1.845300e+05	4.400417e+04	-3.774989e+04
1.209400e+05	5.772283e+04	-4.182285e+04
7.926700e+04	7.329102e+04	-4.209475e+04
5.195200e+04	8.782187e+04	-3.802977e+04
3.405000e+04	9.902660e+04	-3.125026e+04
2.231700e+04	1.064948e+05	-2.398370e+04
1.462700e+04	1.110534e+05	-1.763999e+04
9.586600e+03	1.137334e+05	-1.267553e+04
6.283200e+03	1.153086e+05	-9.020168e+03
4.118100e+03	1.162610e+05	-6.425399e+03
2.699100e+03	1.168679e+05	-4.632345e+03
1.769000e+03	1.172858e+05	-3.427177e+03
1.159400e+03	1.176044e+05	-2.650177e+03
7.599000e+02	1.178780e+05	-2.188367e+03
4.980500e+02	1.181423e+05	-1.965465e+03
3.264300e+02	1.184239e+05	-1.933294e+03
2.139500e+02	1.187453e+05	-2.064972e+03
1.402200e+02	1.191290e+05	-2.350412e+03
9.190400e+01	1.195987e+05	-2.793309e+03
6.023500e+01	1.201826e+05	-3.410000e+03
3.947900e+01	1.209141e+05	-4.228975e+03
2.587500e+01	1.218347e+05	-5.291823e+03
1.695900e+01	1.229962e+05	-6.654841e+03
1.111500e+01	1.244634e+05	-8.392064e+03
7.284900e+00	1.263181e+05	-1.059865e+04
4.774600e+00	1.286637e+05	-1.339644e+04
3.129400e+00	1.316304e+05	-1.694012e+04
2.051000e+00	1.353838e+05	-2.142694e+04
1.344300e+00	1.401317e+05	-2.710486e+04
8.810500e-01	1.461393e+05	-3.429098e+04
5.774500e-01	1.537397e+05	-4.338349e+04
3.784700e-01	1.633556e+05	-5.488789e+04
2.480500e-01	1.755223e+05	-6.944465e+04
1.625800e-01	1.909141e+05	-8.786028e+04
1.065600e-01	2.103876e+05	-1.111600e+05
6.983800e-02	2.350299e+05	-1.406440e+05
