# Start Frequency (Hz): 0.003
# End Frequency (Hz): 10000000.0
# Number of Points: 50

Freq.[Hz]		 Zs'[ohm] 		 Zs''[ohm]
1.000000e+07	3.032358e+04	3.829188e+04
6.392276e+06	4.417010e+04	-7.279322e+04
4.086120e+06	6.451227e+04	-1.883687e+05
2.611961e+06	9.453956e+04	-3.271869e+05
1.669637e+06	1.391482e+05	-5.104530e+05
1.067278e+06	2.059948e+05	-7.649856e+05
6.822338e+05	3.073253e+05	-1.126849e+06
4.361027e+05	4.632323e+05	-1.645707e+06
2.787689e+05	7.075569e+05	-2.389804e+06
1.781968e+05	1.098591e+06	-3.450556e+06
1.139083e+05	1.737984e+06	-4.943267e+06
7.281333e+04	2.801600e+06	-6.994679e+06
4.654429e+04	4.580370e+06	-9.696751e+06
2.975240e+04	7.503117e+06	-1.299345e+07
1.901855e+04	1.204948e+07	-1.648981e+07
1.215719e+04	1.841495e+07	-1.932010e+07
7.771209e+03	2.602425e+07	-2.044249e+07
4.967571e+03	3.353950e+07	-1.944053e+07
3.175409e+03	3.971948e+07	-1.695039e+07
2.029809e+03	4.416613e+07	-1.408863e+07
1.297510e+03	4.719128e+07	-1.170665e+07
8.294042e+02	4.932986e+07	-1.020274e+07
5.301781e+02	5.106382e+07	-9.688233e+06
3.389045e+02	5.277880e+07	-1.016544e+07
2.166371e+02	5.481363e+07	-1.161316e+07
1.384804e+02	5.752103e+07	-1.399027e+07
8.852051e+01	6.130271e+07	-1.717583e+07
5.658476e+01	6.658112e+07	-2.086155e+07
3.617054e+01	7.365555e+07	-2.444920e+07
2.312121e+01	8.243870e+07	-2.708575e+07
1.477972e+01	9.224466e+07	-2.797474e+07
9.447602e+00	1.019354e+08	-2.684446e+07
6.039168e+00	1.104512e+08	-2.413673e+07
3.860403e+00	1.172694e+08	-2.070061e+07
2.467676e+00	1.224340e+08	-1.732788e+07
1.577407e+00	1.262990e+08	-1.451433e+07
1.008322e+00	1.292834e+08	-1.247348e+07
6.445473e-01	1.317524e+08	-1.124702e+07
4.120125e-01	1.339924e+08	-1.080467e+07
2.633698e-01	1.362267e+08	-1.110586e+07
1.683532e-01	1.386396e+08	-1.213095e+07
1.076160e-01	1.413985e+08	-1.389554e+07
6.879114e-02	1.446716e+08	-1.645707e+07
4.397320e-02	1.486426e+08	-1.991911e+07
2.810888e-02	1.535237e+08	-2.443629e+07
1.796797e-02	1.595687e+08	-3.022109e+07
1.148563e-02	1.670872e+08	-3.755354e+07
7.341929e-03	1.764610e+08	-4.679435e+07
4.693164e-03	1.881640e+08	-5.840233e+07
3.000000e-03	2.027865e+08	-7.295690e+07
